id,Title,Text,Keywords,Description,Publish_date,URL,Source,type,Lang
970132686371417,É montagem capa da 'Crusoé' que chama Michelle Bolsonaro de vigarista | Aos Fatos,,"Michelle Bolsonaro,  Revista Crusoé","Palavra não aparece na publicação original, veiculada em 2020","
         7 de
        outubro de
        2021,
        16h19
        
    ",aosfatos.org/noticias/e-montagem-capa-da-crusoe-que-chama-michelle-bolsonaro-de-vigarista/,Aos Fatos,falso,pt-BR
970132686371417,"Foto que mostra tempestade de poeira foi registrada nos EUA, não em São Paulo | Aos Fatos",Tempestade de areia em São Paulo,"Desinformação,  EUA","A imagem, de agosto de 2018, retrata o fenômeno em Phoenix, no Arizona","
         7 de
        outubro de
        2021,
        15h47
        
    ",aosfatos.org/noticias/foto-que-mostra-tempestade-de-poeira-foi-registrada-nos-eua-nao-em-sao-paulo/,Aos Fatos,falso,pt-BR
970132686371417,Oxford não publicou estudo que atesta eficácia da ivermectina contra Covid-19 | Aos Fatos,,"Coronavírus,  Covid-19,  ivermectina,  Universidade de Oxford","Universidade conduz hoje duas pesquisas com a droga, mas ainda não há resultados","
         6 de
        outubro de
        2021,
        18h08
        
    ",aosfatos.org/noticias/oxford-nao-publicou-estudo-que-atesta-eficacia-da-ivermectina-contra-covid-19/,Aos Fatos,falso,pt-BR
970132686371417,É falsa declaração com críticas a evangélicos atribuída a Marieta Severo | Aos Fatos,,"Bancada Evangélica,  Marieta Severo,  O Globo",Citação destacada em posts inventa e distorce falas da atriz a jornal em 2015,"
         6 de
        outubro de
        2021,
        16h04
        
    ",aosfatos.org/noticias/e-falsa-declaracao-com-criticas-a-evangelicos-atribuida-a-marieta-severo/,Aos Fatos,falso,pt-BR
970132686371417,"Bens deixados por Marisa Letícia não somam R$ 146 milhões, mas R$ 1,46 milhão | Aos Fatos",Juiz autoriza partilha de R$ 146 milhões de Marisa Letícia Lula entre seus herdeiros. E você aí gritando: “Cadê o cheque do Queiroz,"Desinformação,  Lula,  Marisa Letícia,  PT",Valor consta em declaração entregue à Justiça para partilha entre os herdeiros da ex-primeira-dama,"
         6 de
        outubro de
        2021,
        12h22
        
    ",aosfatos.org/noticias/bens-deixados-por-marisa-leticia-nao-somam-r-146-milhoes-mas-r-146-milhao/,Aos Fatos,falso,pt-BR
970132686371417,Não é verdade que Renan Calheiros elogiou Bolsonaro em conversa vazada pela Lava Jato | Aos Fatos,,"Desinformação,  Jair Bolsonaro,  Rede Globo,  Renan Calheiros",Falsa declaração foi inserida sobre imagem de reportagem da Globo de 2016,"
         5 de
        outubro de
        2021,
        14h13
        
    ",aosfatos.org/noticias/nao-e-verdade-que-renan-calheiros-elogiou-bolsonaro-em-conversa-vazada-pela-lava-jato/,Aos Fatos,falso,pt-BR
970132686371417,"É falso que manifestantes exibiram faixa com frase 'Fora Bolsonaro, o resto é tudo ladrão' | Aos Fatos",,"avenida Paulista,  Impeachment,  Jair Bolsonaro,  Manifestações,  Protestos,  São Paulo","Texto foi inserido sobre imagem original, tirada no ato contra o presidente em SP","
         5 de
        outubro de
        2021,
        13h44
        
    ",aosfatos.org/noticias/e-falso-que-manifestantes-exibiram-faixa-com-frase-fora-bolsonaro-o-resto-e-tudo-ladrao/,Aos Fatos,falso,pt-BR
970132686371417,É montagem foto em que jogadores do Flamengo seguram camisa com nome de Bolsonaro | Aos Fatos,,"Desinformação,  Flamengo,  Jair Bolsonaro,  manipulação de foto,  Montagem",Imagem original foi registrada em 2018 e mostra homenagem ao zagueiro Juan,"
         4 de
        outubro de
        2021,
        16h34
        
    ",aosfatos.org/noticias/e-montagem-foto-em-que-jogadores-do-flamengo-seguram-camisa-com-nome-de-bolsonaro/,Aos Fatos,falso,pt-BR
970132686371417,Foto do ato Ele Não de 2018 é atribuída em posts a protesto pelo impeachment de Bolsonaro | Aos Fatos,A população fala! Rio de Janeiro dando o recado.,"Desinformação,  Impeachment,  Jair Bolsonaro,  Manifestações,  Protestos,  Rede Globo,  Rio de Janeiro",Imagem foi registrada no mesmo local da manifestação de sábado (2) no Rio de Janeiro,"
         4 de
        outubro de
        2021,
        16h24
        
    ",aosfatos.org/noticias/foto-do-ato-ele-nao-de-2018-e-atribuida-em-posts-a-protesto-pelo-impeachment-de-bolsonaro/,Aos Fatos,falso,pt-BR
970132686371417,Não há registros de que filhos de Lula são donos de frigoríficos | Aos Fatos,"Ao reclamar do preço da carne, lembre-se que Bolsonaro é só o presidente. Os donos dos frigoríficos são os filhos do Lula","Desinformação,  JBS,  Lula","Empresas ligadas a eles atuam em tecnologia da informação, marketing esportivo e educação","
         4 de
        outubro de
        2021,
        14h56
        
    ",aosfatos.org/noticias/nao-ha-registros-de-que-filhos-de-lula-sao-donos-de-frigorificos/,Aos Fatos,falso,pt-BR
970132686371417,"Comparação de desmatamento na Amazônia sob FHC, Lula, Dilma e Bolsonaro é falsa | Aos Fatos","Vejam o total desmatado da Amazônia, por governo:
FHC: 153 mil km²
Lula: 125 mil km²
Dilma: 36 mil km²
Bolsonaro: 2,9 mil km²","Amazônia,  Desinformação,  Desmatamento",Postagem contrapõe dados consolidados de gestões anteriores ao de apenas oito meses do governo atual,"
         1 de
        outubro de
        2021,
        18h39
        
    ",aosfatos.org/noticias/comparacao-de-desmatamento-na-amazonia-sob-fhc-lula-dilma-e-bolsonaro-e-falsa/,Aos Fatos,falso,pt-BR
970132686371417,Cena de Malhação com crítica ao feminismo circula nas redes como se fosse real | Aos Fatos,,"Feminismo,  Rede Globo","Exibido na TV em 2019, trecho mostra personagem sonhando que participava de programa da Globo","
         1 de
        outubro de
        2021,
        13h09
        
    ",aosfatos.org/noticias/cena-de-malhacao-com-critica-ao-feminismo-circula-nas-redes-como-se-fosse-real/,Aos Fatos,falso,pt-BR
970132686371417,É falso que Zé Vaqueiro foi vaiado em show no Pará ao falar 'Fora Bolsonaro' | Aos Fatos,Zé Vaqueiro no seu show em Abaetetuba falou fora Bozo e a galera expulsou ele,"Desinformação,  Jair Bolsonaro",Cantor parou apresentação para denunciar atitude violenta de espectador,"
         1 de
        outubro de
        2021,
        12h32
        
    ",aosfatos.org/noticias/e-falso-que-ze-vaqueiro-foi-vaiado-em-show-no-para-ao-falar-fora-bolsonaro/,Aos Fatos,falso,pt-BR
970132686371417,"Vídeo em que Putin compra sorvete em banca é de julho de 2017, não atual | Aos Fatos","O nosso presidente lançou moda entre os presidentes na ONU. O Putin já é o terceiro presidente que imitou o Bolsonaro, será que a Globo vai reclamar...","Desinformação,  Jair Bolsonaro,  ONU,  Vladimir Putin","Russo não imitou Bolsonaro, que comeu pizza na rua nos EUA, como alegam posts","
         28 de
        setembro de
        2021,
        16h46
        
    ",aosfatos.org/noticias/video-em-que-putin-compra-sorvete-em-banca-e-de-julho-de-2017-nao-atual/,Aos Fatos,falso,pt-BR
970132686371417,"Posto em Sinop não vende etanol a R$ 2,29; vídeo foi gravado em 2020 | Aos Fatos","ETANOL A R$ 2,29. ACREDITE SE QUISER.","combustível,  Jair Bolsonaro","Litro custa R$ 4,29 hoje no estabelecimento em MT mostrado nas imagens","
         28 de
        setembro de
        2021,
        11h59
        
    ",aosfatos.org/noticias/posto-em-sinop-nao-vende-etanol-a-r-229-video-foi-gravado-em-2020/,Aos Fatos,falso,pt-BR
970132686371417,É montagem foto em que Lula aparece com camisa dos irmãos Metralha | Aos Fatos, ,"Irmãos Metralha,  João Ferrador,  Lula,  PT","Na imagem original, estampa na blusa mostra mascote do Sindicato dos Metalúrgicos do ABC","
         27 de
        setembro de
        2021,
        16h14
        
    ",aosfatos.org/noticias/e-montagem-foto-em-que-lula-aparece-com-camisa-dos-irmaos-metralha/,Aos Fatos,falso,pt-BR
970132686371417,Não é verdade que brasileira trocou míssil por comida em campanha de desarmamento | Aos Fatos,O brasileiro tem que ser estudado. A PM fez uma campanha ‘Leve uma arma e ganhe um alimento’. A mulher levou um míssil e foi presa,"Brasil,  México,  míssil,  Polícia Militar",Caso citado em posts aconteceu no México em 2019,"
         24 de
        setembro de
        2021,
        19h01
        
    ",aosfatos.org/noticias/nao-e-verdade-que-brasileira-trocou-missil-por-comida-em-campanha-de-desarmamento/,Aos Fatos,falso,pt-BR
970132686371417,É falso que Paulo Freire não foi professor e só tinha diploma de bacharel em direito | Aos Fatos,,"Desinformação,  MST,  Paulo Freire",Pedagogo começou a dar aulas em 1944 e se tornou doutor em filosofia e história da educação em 1959,"
         24 de
        setembro de
        2021,
        12h11
        
    ",aosfatos.org/noticias/e-falso-que-paulo-freire-nao-foi-professor-e-so-tinha-diploma-de-bacharel-em-direito/,Aos Fatos,falso,pt-BR
970132686371417,É falsa declaração com ameaça a Lula atribuída a Palocci em posts nas redes | Aos Fatos,,"Antonio Palocci,  Corrupção,  Lula,  PT","Ex-ministro não disse que, se revelasse o que sabe, petista teria que se matar ou seria linchado","
         23 de
        setembro de
        2021,
        16h25
        
    ",aosfatos.org/noticias/e-falsa-declaracao-com-ameaca-a-lula-atribuida-a-palocci-em-posts-nas-redes/,Aos Fatos,falso,pt-BR
970132686371417,Governo da Bahia não vendeu 10% do território do estado para chineses | Aos Fatos,"O Governador Petista Rui Costa e o vice-governador da Bahia, João Leão, confirmaram os projetos. Eles venderam aos chineses uma área territorial equivalente a 10% do Estado da Bahia, e já conseguiram autorização junto ao STF para fazer o desmatamento e planejamento para construção da nova cidade. Os chineses vão construir, de forma discreta e minuciosa, uma nova cidade que se chamará China Tow Bahia","Bahia,  China,  Desinformação,  Infraestrutura,  Rui Costa,  STF",Posts falseiam informações sobre projetos em estudo que não envolvem terras públicas,"
         23 de
        setembro de
        2021,
        13h11
        
    ",aosfatos.org/noticias/governo-da-bahia-nao-vendeu-10-do-territorio-do-estado-para-chineses/,Aos Fatos,falso,pt-BR
970132686371417,Metrô de Nova York não exibiu anúncio que mostra Bolsonaro como Pinóquio | Aos Fatos,Metrô de New York. Só para termos a real dimensão da coisa.,"Desinformação,  Jair Bolsonaro,  Montagem,  ONU",Trata-se de uma montagem sobre foto disponível na internet desde 2018,"
         22 de
        setembro de
        2021,
        18h57
        
    ",aosfatos.org/noticias/metro-de-nova-york-nao-exibiu-anuncio-que-mostra-bolsonaro-como-pinoquio/,Aos Fatos,falso,pt-BR
970132686371417,É falso que Dilma gastou 6.000 euros em jantar de gala na França | Aos Fatos, ,"Dilma,  Dilma Rousseff,  França,  Jair Bolsonaro,  Paris,  PT",Custo é referente a prato de porcelana usado em evento que teve a petista como convidada,"
         22 de
        setembro de
        2021,
        16h48
        
    ",aosfatos.org/noticias/e-falso-que-dilma-gastou-6000-euros-em-jantar-de-gala-na-franca/,Aos Fatos,falso,pt-BR
970132686371417,Vídeo não mostra recepção a Bolsonaro em aeroporto de Nova York | Aos Fatos,,"aeroporto,  EUA,  Jair Bolsonaro,  ONU",Imagens foram gravadas em Natal (RN) em junho de 2017,"
         22 de
        setembro de
        2021,
        13h11
        
    ",aosfatos.org/noticias/video-nao-mostra-recepcao-a-bolsonaro-em-aeroporto-de-nova-york/,Aos Fatos,falso,pt-BR
970132686371417,É falso que vacinas não são eficazes contra infecção e morte por Covid-19 | Aos Fatos,A picada previne infecção? Não.,"Astrazeneca,  Coronavac,  Coronavírus,  Covid-19,  Janssen,  Pfizer,  Vacina","Imunizantes em uso no Brasil demonstraram em estudos eficácia, qualidade e segurança","
         20 de
        setembro de
        2021,
        18h52
        
    ",aosfatos.org/noticias/e-falso-que-vacinas-nao-sao-eficazes-contra-infeccao-e-morte-por-covid-19/,Aos Fatos,falso,pt-BR
970132686371417,É falso que CEO da Pfizer não foi vacinado contra Covid-19 | Aos Fatos, ,"Albert Bourla,  Coronavírus,  Covid-19,  Israel,  Pfizer,  Vacina","Notícia de viagem cancelada a Israel é de março; na época, executivo já tinha a primeira dose","
         20 de
        setembro de
        2021,
        17h35
        
    ",aosfatos.org/noticias/e-falso-que-ceo-da-pfizer-nao-foi-vacinado-contra-covid-19/,Aos Fatos,falso,pt-BR
970132686371417,Ciro Gomes não prometeu separar o Ceará do Brasil caso Bolsonaro seja reeleito | Aos Fatos,"Se Bolsonaro se reeleger, eu desisto do Brasil e declaro o Ceará uma nação independente. Vou regê-la aos moldes de Getúlio e torná-la uma potência em no máximo 6 meses. Já não tenho idade pra ficar de babaquice. Ciro Gomes","Ciro Gomes,  Desinformação",Não há registros de que ex-ministro tenha dito frase atribuída a ele em posts,"
         20 de
        setembro de
        2021,
        13h08
        
    ",aosfatos.org/noticias/ciro-gomes-nao-prometeu-separar-o-ceara-do-brasil-caso-bolsonaro-seja-reeleito/,Aos Fatos,falso,pt-BR
970132686371417,"É de 2018 vídeo que mostra gasolina vendida a menos de R$ 0,01 na Venezuela | Aos Fatos","Gasolina na Venezuela 0,01 centavo","combustível,  Desinformação,  gasolina,  Venezuela","Preço vale hoje apenas para inscritos em programas sociais; os demais pagam R$ 2,62","
         17 de
        setembro de
        2021,
        18h17
        
    ",aosfatos.org/noticias/e-de-2018-video-que-mostra-gasolina-vendida-a-menos-de-r-001-na-venezuela/,Aos Fatos,distorcido,pt-BR
970132686371417,Código de barras iniciado com 789 não indica que produto foi fabricado no Brasil | Aos Fatos,"Boicote todos os produtos chineses!!! O código de barras brasileiro começa por 789. Olhem no código de barras. Se começar com n° 789, comprem!!! Se não, não comprem!!!","Brasil,  China,  Desinformação","Sequência numérica sinaliza itens registrados no país, o que inclui importados","
         17 de
        setembro de
        2021,
        12h47
        
    ",aosfatos.org/noticias/codigo-de-barras-iniciado-com-789-nao-indica-que-produto-foi-fabricado-no-brasil/,Aos Fatos,falso,pt-BR
970132686371417,Paolla Oliveira não disse que atrizes da Globo terão que se prostituir caso Bolsonaro seja reeleito | Aos Fatos,,"Cultura,  Eleições 2022,  Jair Bolsonaro,  Rede Globo",Atriz desmente posts e não há registro de que ela tenha dado essa declaração,"
         16 de
        setembro de
        2021,
        16h22
        
    ",aosfatos.org/noticias/paolla-oliveira-nao-disse-que-atrizes-da-globo-terao-que-se-prostituir-caso-bolsonaro-seja-reeleito/,Aos Fatos,falso,pt-BR
970132686371417,Molon e STF não proibiram ação da PM em favelas do RJ; posts distorcem decisão da corte | Aos Fatos,,"Alessandro Molon,  Polícia Militar,  Rio de Janeiro,  STF",Partido do deputado obteve liminar que restringiu operações policiais a casos excepcionais,"
         16 de
        setembro de
        2021,
        16h17
        
    ",aosfatos.org/noticias/molon-e-stf-nao-proibiram-acao-da-pm-em-favelas-do-rj-posts-distorcem-decisao-da-corte/,Aos Fatos,distorcido,pt-BR
970132686371417,É falso que faca usada para cortar peça de metal em vídeo seja feita com nióbio | Aos Fatos,,"Amazônia,  Jair Bolsonaro,  Nióbio,  Roraima",Utensílio foi produzido com aço que não tem o elemento em sua composição,"
         16 de
        setembro de
        2021,
        12h09
        
    ",aosfatos.org/noticias/e-falso-que-faca-usada-para-cortar-peca-de-metal-em-video-seja-feita-com-niobio/,Aos Fatos,falso,pt-BR
970132686371417,Não é Gleisi Hoffmann mulher que leva tombo em vídeo de carreata bolsonarista | Aos Fatos,Visitinha na porta da casa da Gleisi Hoffmann....ela ficou muito emocionada....dava pulos de alegria...,"7 de setembro,  Desinformação,  Gleisi Hoffmann,  Jair Bolsonaro,  Manifestações","Imagens foram gravadas em Imbituba (SC) no 7 de Setembro, dia em que a petista estava em SP","
         15 de
        setembro de
        2021,
        19h10
        
    ",aosfatos.org/noticias/nao-e-gleisi-hoffmann-mulher-que-leva-tombo-em-video-de-carreata-bolsonarista/,Aos Fatos,falso,pt-BR
970132686371417,Propaganda de revista tcheca é atribuída em postagens a obra de artista afegã | Aos Fatos,,"Afeganistão,  Falsa atribuição,  manipulação de foto,  República tcheca",Imagem que mostra mulher lendo em meio a multidão de burca foi veiculada em 2018,"
         15 de
        setembro de
        2021,
        14h35
        
    ",aosfatos.org/noticias/propaganda-de-revista-tcheca-e-atribuida-em-postagens-a-obra-de-artista-afega/,Aos Fatos,falso,pt-BR
970132686371417,Brasil Urgente não exibiu depoimento em que homem critica Datena | Aos Fatos,,"7 de setembro,  combustível,  Desinformação,  Jair Bolsonaro,  STF",Gravação em posts é montagem sobre imagens de edição do programa de fevereiro de 2020,"
         14 de
        setembro de
        2021,
        19h18
        
    ",aosfatos.org/noticias/brasil-urgente-nao-exibiu-depoimento-em-que-homem-critica-datena/,Aos Fatos,falso,pt-BR
970132686371417,É falso que PM estimou em 86 milhões público de manifestações do 7 de setembro | Aos Fatos,A PM informou os números das manifestações deste dia 7/9 em todo o país. 86 milhões de pessoas foram às ruas hoje em apoio ao Presidente da República Jair Messias Bolsonaro. Todo o poder emana do povo. Tá lindo demais a luta por liberdade e contra a tirania.,"7 de setembro,  Jair Bolsonaro,  Manifestações","Apenas seis corporações informaram estimativas, que somam 442 mil pessoas","
         14 de
        setembro de
        2021,
        19h06
        
    ",aosfatos.org/noticias/e-falso-que-pm-estimou-em-86-milhoes-publico-de-manifestacoes-do-7-de-setembro/,Aos Fatos,falso,pt-BR
970132686371417,Música de apoio a Bolsonaro não é da dupla sertaneja Teodoro e Sampaio | Aos Fatos, ,"caminhoneiros,  Jair Bolsonaro,  Teodoro & Sampaio",Canção usada em posts foi gravada em 2020 por Vanderley e Thony Marques,"
         13 de
        setembro de
        2021,
        17h22
        
    ",aosfatos.org/noticias/musica-de-apoio-a-bolsonaro-nao-e-da-dupla-sertaneja-teodoro-e-sampaio/,Aos Fatos,falso,pt-BR
970132686371417,É falso que sobrinho de Lula foi preso com R$ 6 milhões no Mato Grosso | Aos Fatos,,"Corrupção,  Lula,  Mato Grosso,  Polícia Civil,  Polícia Federal,  PT",Caso citado em posts ocorreu em 2015 e detido não é parente nem conhecido do petista,"
         13 de
        setembro de
        2021,
        16h06
        
    ",aosfatos.org/noticias/e-falso-que-sobrinho-de-lula-foi-preso-com-r-6-milhoes-no-mato-grosso/,Aos Fatos,falso,pt-BR
970132686371417,Vídeo não mostra protesto contra a TV Globo em SP; imagens e áudio são antigos | Aos Fatos,Hoje em São Paulo na abertura do Jornal Nacional 08/09/21. ‘Ei! Globo! Vai tomar no cu! Canta o paulista!’,"Brasília,  Congresso,  Copa 2014,  Desinformação,  Dilma Rousseff,  Manifestações,  Montagem,  Protestos,  PT,  Rede Globo,  São Paulo",Gravação une cenas de panelaço contra Dilma em 2015 e som de protesto em 2013 em Brasília,"
         10 de
        setembro de
        2021,
        17h43
        
    ",aosfatos.org/noticias/video-nao-mostra-protesto-contra-a-tv-globo-em-sp-imagens-e-audio-sao-antigos/,Aos Fatos,falso,pt-BR
970132686371417,Não é montagem foto em que homem dorme na rua próximo a manifestantes do 7 de Setembro | Aos Fatos,,"7 de setembro,  Desinformação,  Jair Bolsonaro,  Manifestações,  Montagem,  Protestos",Versão da imagem compartilhada como original foi editada para retirar pessoa que estava deitada na calçada,"
         10 de
        setembro de
        2021,
        17h37
        
    ",aosfatos.org/noticias/nao-e-montagem-foto-em-que-homem-dorme-na-rua-proximo-a-manifestantes-do-7-de-setembro/,Aos Fatos,falso,pt-BR
970132686371417,Áudio com defesa de golpe e ofensas ao STF não foi gravado por Modesto Carvalhosa | Aos Fatos, ,"7 de setembro,  Modesto Carvalhosa,  STF",Jurista negou a autoria e disse que defende o estado democrático de direito,"
         9 de
        setembro de
        2021,
        18h30
        
    ",aosfatos.org/noticias/audio-com-defesa-de-golpe-e-ofensas-ao-stf-nao-foi-gravado-por-modesto-carvalhosa/,Aos Fatos,falso,pt-BR
970132686371417,Foto tirada na greve dos caminhoneiros de 2018 é atribuída em posts a bloqueios recentes | Aos Fatos,,"caminhoneiros,  Desinformação,  Jair Bolsonaro,  Manifestações,  Protestos",Imagem foi registrada em rodovia em MT em maio daquele ano,"
         9 de
        setembro de
        2021,
        17h51
        
    ",aosfatos.org/noticias/foto-tirada-na-greve-dos-caminhoneiros-de-2018-e-atribuida-em-posts-a-bloqueios-recentes/,Aos Fatos,falso,pt-BR
970132686371417,É falso que Bolsonaro decretou estado de sítio no Brasil | Aos Fatos,BOMBA! Bolsonaro acaba de decretar estado de sítio.,"7 de setembro,  caminhoneiros,  Congresso,  Constituição,  Estado de sítio,  Jair Bolsonaro",Decisão não compete apenas ao presidente nem foi publicada no Diário Oficial,"
         9 de
        setembro de
        2021,
        15h53
        
    ",aosfatos.org/noticias/e-falso-que-bolsonaro-decretou-estado-de-sitio-no-brasil/,Aos Fatos,falso,pt-BR
970132686371417,"Vídeo mostra igreja que foi depredada na Venezuela, não na Argentina | Aos Fatos", ,"Argentina,  católicos,  igreja,  Venezuela",Imagens registram templo católico invadido por grupo armado em 2019,"
         9 de
        setembro de
        2021,
        12h48
        
    ",aosfatos.org/noticias/video-mostra-igreja-que-foi-depredada-na-venezuela-nao-na-argentina/,Aos Fatos,falso,pt-BR
970132686371417,"Foto mostra ato contra Dilma em 2016, não protesto bolsonarista no 7 de Setembro | Aos Fatos",,"7 de setembro,  Dilma Rousseff,  Jair Bolsonaro,  Manifestações",Imagem foi registrada em manifestação pelo impeachment na praia de Copacabana,"
         8 de
        setembro de
        2021,
        16h39
        
    ",aosfatos.org/noticias/foto-mostra-ato-contra-dilma-em-2016-nao-protesto-bolsonarista-no-7-de-setembro/,Aos Fatos,falso,pt-BR
970132686371417,Empire State e Torre Eiffel não foram iluminados de verde e amarelo no 7 de Setembro deste ano | Aos Fatos,Nova York e Paris também apoiando o Brasil na manifestação.,"7 de setembro,  EUA,  França,  Jair Bolsonaro,  Manifestações,  Protestos",Fotos antigas das duas atrações turísticas circulam fora de contexto nas redes,"
         8 de
        setembro de
        2021,
        16h18
        
    ",aosfatos.org/noticias/empire-state-e-torre-eiffel-nao-foram-iluminados-de-verde-e-amarelo-no-7-de-setembro-deste-ano/,Aos Fatos,falso,pt-BR
